Year,Sport,Rank,Country,Gold,Silver,Bronze,Total
1978,Swimming,6,Indonesia,0,3,9,12
1978,Swimming,7,South Korea,0,0,3,3
1978,Table tennis,1,China,7,3,2,12
1978,Table tennis,2,Japan,0,1,4,5
1978,Table tennis,2,South Korea,0,1,4,5
1978,Table tennis,4,Hong Kong,0,1,0,1
1978,Table tennis,4,Indonesia,0,1,0,1
1978,Table tennis,6,North Korea,0,0,2,2
1978,Tennis,1,Indonesia,3,0,2,5
1978,Tennis,2,South Korea,2,1,0,3
1978,Tennis,3,Japan,1,3,5,9
1978,Tennis,4,Thailand,1,0,2,3
1978,Tennis,5,China,0,2,2,4
1978,Tennis,6,Pakistan,0,1,1,2
1978,Tennis,7,India,0,0,1,1
1978,Volleyball,1,Japan,1,1,0,2
1978,Volleyball,2,South Korea,1,0,1,2
1978,Volleyball,3,China,0,1,1,2
1978,Water Polo,1,China,1,0,0,1
1978,Water Polo,2,Japan,0,1,0,1
1978,Water Polo,3,Singapore,0,0,1,1
1978,Weightlifting,1,North Korea,3,2,3,8
1978,Weightlifting,2,Japan,3,1,2,6
1978,Weightlifting,3,China,1,3,1,5
1978,Weightlifting,4,Lebanon,1,1,0,2
1978,Weightlifting,4,South Korea,1,1,0,2
1978,Weightlifting,6,Syria,1,0,0,1
1978,Weightlifting,7,Iraq,0,2,2,4
1978,Weightlifting,8,Burma,0,0,1,1
1978,Weightlifting,8,Pakistan,0,0,1,1
1978,Wrestling,1,Japan,6,3,0,9
1978,Wrestling,2,India,2,1,0,3
1978,Wrestling,3,Mongolia,1,3,2,6
1978,Wrestling,4,South Korea,1,1,3,5
1978,Wrestling,5,Pakistan,0,1,3,4
1978,Wrestling,6,North Korea,0,1,0,1
1978,Wrestling,7,China,0,0,1,1
1978,Wrestling,7,Iraq,0,0,1,1
1982,Archery,1,South Korea,2,2,1,5
1982,Archery,2,North Korea,1,1,0,2
1982,Archery,3,Japan,1,0,1,2
1982,Archery,4,Indonesia,0,1,0,1
1982,Archery,5,China,0,0,2,2
1982,Athletics,1,Japan,15,12,9,36
1982,Athletics,10,Kuwait,0,1,0,1
1982,Athletics,11,Bahrain,0,0,1,1
1982,Athletics,11,Qatar,0,0,1,1
1982,Athletics,2,China,12,11,12,35
1982,Athletics,3,India,4,9,8,21
1982,Athletics,4,South Korea,3,3,4,10
1982,Athletics,5,North Korea,3,1,1,5
1982,Athletics,6,Iraq,1,1,1,3
1982,Athletics,7,Malaysia,1,0,1,2
1982,Athletics,7,Philippines,1,0,1,2
1982,Athletics,9,Thailand,0,2,1,3
1982,Badminton,1,China,4,2,3,9
1982,Badminton,2,Indonesia,2,3,0,5
1982,Badminton,3,South Korea,1,1,4,6
1982,Badminton,4,Japan,0,1,2,3
1982,Badminton,5,India,0,0,5,5
1982,Basketball,1,China,1,1,0,2
1982,Basketball,1,South Korea,1,1,0,2
1982,Basketball,3,Japan,0,0,2,2
1982,Boxing,1,South Korea,7,2,3,12
1982,Boxing,10,Kuwait,0,0,2,2
1982,Boxing,11,Mongolia,0,0,1,1
1982,Boxing,2,North Korea,3,1,3,7
1982,Boxing,3,India,1,2,3,6
1982,Boxing,4,Thailand,1,2,0,3
1982,Boxing,5,Pakistan,0,2,5,7
1982,Boxing,6,Philippines,0,1,2,3
1982,Boxing,7,Iraq,0,1,1,2
1982,Boxing,7,Syria,0,1,1,2
1982,Boxing,9,Japan,0,0,3,3
1982,Cycling,1,Japan,5,3,0,8
1982,Cycling,2,South Korea,2,3,1,6
1982,Cycling,3,Mongolia,0,1,0,1
1982,Cycling,4,Philippines,0,0,3,3
1982,Cycling,5,Iran,0,0,2,2
1982,Cycling,6,China,0,0,1,1
1982,Diving,1,China,4,4,0,8
1982,Diving,2,Japan,0,0,4,4
1982,Equestrian,1,India,3,1,1,5
1982,Equestrian,2,Kuwait,1,1,1,3
1982,Equestrian,3,Japan,0,1,0,1
1982,Equestrian,3,Pakistan,0,1,0,1
1982,Equestrian,5,Iraq,0,0,1,1
1982,Equestrian,5,Philippines,0,0,1,1
1982,Field hockey,1,India,1,1,0,2
1982,Field hockey,2,Pakistan,1,0,0,1
1982,Field hockey,3,South Korea,0,1,0,1
1982,Field hockey,4,Malaysia,0,0,2,2
1982,Football,1,Iraq,1,0,0,1
1982,Football,2,Kuwait,0,1,0,1
1982,Football,3,Saudi Arabia,0,0,1,1
1982,Golf,1,India,2,1,0,3
1982,Golf,2,Japan,0,1,1,2
1982,Golf,3,South Korea,0,1,0,1
1982,Gymnastics,1,China,12,9,2,23
1982,Gymnastics,2,North Korea,3,5,4,12
1982,Gymnastics,3,Japan,2,3,2,7
1982,Gymnastics,4,South Korea,0,0,2,2
1982,Handball,1,China,1,0,0,1
1982,Handball,2,Japan,0,1,0,1
1982,Handball,3,South Korea,0,0,1,1
1982,Rowing,1,China,4,0,0,4
1982,Rowing,2,Japan,0,3,0,3
1982,Rowing,3,North Korea,0,1,1,2
1982,Rowing,4,South Korea,0,0,2,2
1982,Rowing,5,India,0,0,1,1
1982,Sailing,1,Pakistan,2,0,0,2
1982,Sailing,2,Japan,1,2,1,4
1982,Sailing,3,India,1,1,1,3
1982,Sailing,4,Philippines,0,1,0,1
1982,Sailing,5,Hong Kong,0,0,1,1
1982,Sailing,5,Thailand,0,0,1,1
1982,Shooting,1,China,8,7,4,19
1982,Shooting,2,North Korea,7,4,3,14
1982,Shooting,3,Japan,3,4,6,13
1982,Shooting,4,South Korea,3,3,4,10
1982,Shooting,5,Mongolia,1,1,0,2
1982,Shooting,6,India,0,2,1,3
1982,Shooting,7,Thailand,0,1,2,3
1982,Shooting,8,Philippines,0,0,1,1
1982,Shooting,8,Vietnam,0,0,1,1
1982,Swimming,1,Japan,21,13,6,40
1982,Swimming,2,China,3,10,8,21
1982,Swimming,3,South Korea,3,4,5,12
1982,Swimming,4,Philippines,1,1,1,3
1982,Swimming,5,Singapore,1,0,2,3
1982,Swimming,6,North Korea,0,2,0,2
1982,Swimming,7,Indonesia,0,0,6,6
1982,Table tennis,1,China,6,3,2,11
1982,Table tennis,2,Japan,1,2,2,5
1982,Table tennis,3,South Korea,0,2,4,6
1982,Table tennis,4,North Korea,0,0,4,4
1982,Tennis,1,South Korea,4,3,0,7
1982,Tennis,2,Indonesia,2,0,0,2
1982,Tennis,3,Japan,1,2,3,6
1982,Tennis,4,China,0,1,4,5
1982,Tennis,5,India,0,1,0,1
1982,Volleyball,1,China,1,1,0,2
1982,Volleyball,1,Japan,1,1,0,2
1982,Volleyball,3,South Korea,0,0,2,2
1982,Water Polo,1,China,1,0,0,1
1982,Water Polo,2,Japan,0,1,0,1
1982,Water Polo,3,India,0,0,1,1
1982,Weightlifting,1,China,4,2,3,9
1982,Weightlifting,2,Japan,2,2,0,4
1982,Weightlifting,3,South Korea,2,0,1,3
1982,Weightlifting,4,Iran,1,2,0,3
1982,Weightlifting,5,Syria,1,0,0,1
1982,Weightlifting,6,North Korea,0,3,2,5
1982,Weightlifting,7,Lebanon,0,1,0,1
1982,Weightlifting,8,India,0,0,2,2
1982,Weightlifting,9,Indonesia,0,0,1,1
1982,Weightlifting,9,Iraq,0,0,1,1
1982,Wrestling,1,Japan,4,1,1,6
1982,Wrestling,2,Iran,3,2,2,7
1982,Wrestling,3,Mongolia,2,1,0,3
1982,Wrestling,4,India,1,1,2,4
1982,Wrestling,5,South Korea,0,2,3,5
1982,Wrestling,6,North Korea,0,1,2,3
1982,Wrestling,7,Afghanistan,0,1,0,1
1982,Wrestling,7,Iraq,0,1,0,1
1986,Archery,1,South Korea,9,9,7,25
1986,Archery,2,Japan,2,2,3,7
1986,Archery,3,China,1,1,2,4
1986,Athletics,1,China,17,18,8,43
1986,Athletics,10,Kuwait,0,0,2,2
1986,Athletics,11,Malaysia,0,0,1,1
1986,Athletics,11,Oman,0,0,1,1
1986,Athletics,2,Japan,11,13,11,35
1986,Athletics,3,South Korea,7,5,13,25
1986,Athletics,4,India,4,2,3,9
1986,Athletics,5,Philippines,1,2,1,4
1986,Athletics,6,Qatar,1,0,1,2
1986,Athletics,7,Bahrain,1,0,0,1
1986,Athletics,8,Thailand,0,1,1,2
1986,Athletics,9,Iraq,0,1,0,1
1986,Badminton,1,China,4,4,3,11
1986,Badminton,2,South Korea,3,2,5,10
1986,Badminton,3,Japan,0,1,1,2
1986,Badminton,4,Indonesia,0,0,4,4
1986,Badminton,5,India,0,0,1,1
1986,Basketball,1,China,2,0,0,2
1986,Basketball,2,South Korea,0,2,0,2
1986,Basketball,3,Japan,0,0,1,1
1986,Basketball,3,Philippines,0,0,1,1
1986,Bowling,1,Japan,6,5,2,13
1986,Bowling,2,Philippines,2,2,2,6
1986,Bowling,3,South Korea,2,0,2,4
1986,Bowling,4,Thailand,1,2,2,5
1986,Bowling,5,Hong Kong,1,1,0,2
1986,Bowling,6,Malaysia,0,1,2,3
1986,Bowling,7,Singapore,0,1,0,1
1986,Bowling,8,Indonesia,0,0,2,2
1986,Boxing,1,South Korea,12,0,0,12
1986,Boxing,2,India,0,4,5,9
1986,Boxing,3,Thailand,0,4,2,6
1986,Boxing,4,Japan,0,1,4,5
1986,Boxing,4,Pakistan,0,1,4,5
1986,Boxing,6,Philippines,0,1,2,3
1986,Boxing,7,Indonesia,0,1,0,1
1986,Boxing,8,Nepal,0,0,4,4
1986,Boxing,9,Bangladesh,0,0,1,1
1986,Boxing,9,Iraq,0,0,1,1
1986,Boxing,9,Kuwait,0,0,1,1
1986,Cycling,1,Japan,4,4,0,8
1986,Cycling,2,South Korea,2,2,5,9
1986,Cycling,3,China,2,2,2,6
1986,Cycling,4,Iran,1,0,1,2
1986,Cycling,5,Indonesia,0,1,0,1
1986,Cycling,6,Philippines,0,0,1,1
1986,Diving,1,China,4,4,0,8
1986,Diving,2,Japan,0,0,3,3
1986,Diving,3,South Korea,0,0,1,1
1986,Equestrian,1,Japan,3,4,2,9
1986,Equestrian,2,South Korea,3,1,2,6
1986,Equestrian,3,Kuwait,0,1,0,1
1986,Equestrian,4,India,0,0,2,2
1986,Fencing,1,China,4,5,2,11
1986,Fencing,2,South Korea,4,3,2,9
1986,Fencing,3,Japan,0,0,4,4
1986,Field hockey,1,South Korea,2,0,0,2
1986,Field hockey,2,Japan,0,1,0,1
1986,Field hockey,2,Pakistan,0,1,0,1
1986,Field hockey,4,India,0,0,2,2
1986,Football,1,South Korea,1,0,0,1
1986,Football,2,Saudi Arabia,0,1,0,1
1986,Football,3,Kuwait,0,0,1,1
1986,Golf,1,South Korea,1,1,0,2
1986,Golf,2,Philippines,1,0,1,2
1986,Golf,3,Japan,0,1,1,2
1986,Gymnastics,1,China,12,8,5,25
1986,Gymnastics,2,South Korea,3,4,6,13
1986,Gymnastics,3,Japan,0,1,4,5
1986,Handball,1,South Korea,1,0,0,1
1986,Handball,2,China,0,1,0,1
1986,Handball,3,Japan,0,0,1,1
1986,Judo,1,South Korea,6,1,1,8
1986,Judo,2,Japan,2,5,0,7
1986,Judo,3,China,0,2,5,7
1986,Judo,4,India,0,0,4,4
1986,Judo,5,Kuwait,0,0,2,2
1986,Judo,5,Thailand,0,0,2,2
1986,Judo,7,Hong Kong,0,0,1,1
1986,Judo,7,Iran,0,0,1,1
1986,Rowing,1,China,7,1,0,8
1986,Rowing,2,Japan,1,3,4,8
1986,Rowing,3,South Korea,0,4,4,8
1986,Sailing,1,South Korea,2,1,0,3
1986,Sailing,2,China,2,0,1,3
1986,Sailing,3,Pakistan,1,0,0,1
1986,Sailing,4,Japan,0,2,2,4
1986,Sailing,5,Thailand,0,1,1,2
1986,Sailing,6,India,0,1,0,1
1986,Sailing,7,Indonesia,0,0,1,1
1986,Shooting,1,China,15,10,9,34
1986,Shooting,2,South Korea,7,10,8,25
1986,Shooting,3,Japan,6,6,8,20
1986,Shooting,4,Thailand,2,2,2,6
1986,Shooting,5,India,0,1,2,3
1986,Shooting,6,Malaysia,0,1,0,1
1986,Shooting,7,Hong Kong,0,0,1,1
1986,Swimming,1,Japan,17,18,10,45
1986,Swimming,2,China,10,8,7,25
1986,Swimming,3,South Korea,2,0,4,6
1986,Swimming,4,Malaysia,0,2,2,4
1986,Swimming,5,India,0,1,0,1
1986,Swimming,6,Singapore,0,0,3,3
1986,Swimming,7,Indonesia,0,0,2,2
1986,Swimming,8,Hong Kong,0,0,1,1
1986,Table tennis,1,China,4,6,0,10
1986,Table tennis,2,South Korea,3,1,6,10
1986,Table tennis,3,Japan,0,0,6,6
1986,Taekwondo,1,South Korea,7,0,0,7
1986,Taekwondo,11,Bahrain,0,0,1,1
1986,Taekwondo,11,Philippines,0,0,1,1
1986,Taekwondo,2,Iran,1,1,0,2
1986,Taekwondo,3,Indonesia,0,3,1,4
1986,Taekwondo,3,Jordan,0,3,1,4
1986,Taekwondo,5,Malaysia,0,1,0,1
1986,Taekwondo,6,Nepal,0,0,4,4
1986,Taekwondo,7,Japan,0,0,2,2
1986,Taekwondo,7,Kuwait,0,0,2,2
1986,Taekwondo,7,Qatar,0,0,2,2
1986,Taekwondo,7,Thailand,0,0,2,2
1986,Tennis,1,South Korea,4,4,2,10
1986,Tennis,2,China,2,3,1,6
1986,Tennis,3,Indonesia,1,0,3,4
1986,Tennis,4,Thailand,0,0,1,1
1986,Volleyball,1,China,2,0,0,2
1986,Volleyball,2,South Korea,0,1,1,2
1986,Volleyball,3,Japan,0,1,0,1
1986,Volleyball,4,India,0,0,1,1
1986,Water polo,1,China,1,0,0,1
1986,Water polo,2,South Korea,0,1,0,1
1986,Water polo,3,Singapore,0,0,1,1
1986,Weightlifting,1,China,5,4,0,9
1986,Weightlifting,2,South Korea,3,1,2,6
1986,Weightlifting,3,Japan,1,2,2,5
1986,Weightlifting,4,Lebanon,1,0,1,2
1986,Weightlifting,5,Iraq,0,3,1,4
1986,Weightlifting,6,Iran,0,0,2,2
1986,Weightlifting,7,India,0,0,1,1
1986,Weightlifting,7,Indonesia,0,0,1,1
1986,Wrestling,1,South Korea,9,2,5,16
1986,Wrestling,2,Japan,5,6,6,17
1986,Wrestling,3,Iran,4,5,6,15
1986,Wrestling,4,Pakistan,1,1,0,2
1986,Wrestling,5,India,1,0,2,3
1986,Wrestling,6,China,0,5,1,6
1986,Wrestling,7,Iraq,0,1,0,1
1990,Archery,1,South Korea,4,1,2,7
1990,Archery,2,Japan,0,2,0,2
1990,Archery,3,Chinese Taipei,0,1,1,2
1990,Archery,4,North Korea,0,0,1,1
1990,Athletics,1,China,29,21,11,61
1990,Athletics,10,Sri Lanka,0,1,1,2
1990,Athletics,11,Iran,0,0,1,1
1990,Athletics,11,Malaysia,0,0,1,1
1990,Athletics,11,Myanmar,0,0,1,1
1990,Athletics,11,Philippines,0,0,1,1
1990,Athletics,11,Thailand,0,0,1,1
1990,Athletics,2,Japan,7,5,13,25
1990,Athletics,3,Qatar,3,2,1,6
1990,Athletics,4,South Korea,2,6,5,13
1990,Athletics,5,Pakistan,1,0,1,2
1990,Athletics,6,Oman,1,0,0,1
1990,Athletics,7,Chinese Taipei,0,4,3,7
1990,Athletics,8,India,0,4,2,6
1990,Athletics,9,North Korea,0,1,3,4
1990,Badminton,1,China,6,1,3,10
1990,Badminton,2,South Korea,1,3,2,6
1990,Badminton,3,Indonesia,0,2,6,8
1990,Badminton,4,Malaysia,0,1,2,3
1990,Badminton,5,Japan,0,0,1,1
1990,Basketball,1,China,1,1,0,2
1990,Basketball,2,South Korea,1,0,1,2
1990,Basketball,3,Philippines,0,1,0,1
1990,Basketball,4,Chinese Taipei,0,0,1,1
1990,Boxing,1,South Korea,5,2,2,9
1990,Boxing,10,Japan,0,1,1,2
1990,Boxing,11,India,0,0,1,1
1990,Boxing,11,Laos,0,0,1,1
1990,Boxing,11,Nepal,0,0,1,1
1990,Boxing,2,Thailand,2,1,1,4
1990,Boxing,3,China,1,5,1,7
1990,Boxing,4,Pakistan,1,1,4,6
1990,Boxing,5,Philippines,1,0,3,4
1990,Boxing,6,Indonesia,1,0,2,3
1990,Boxing,7,Syria,1,0,0,1
1990,Boxing,8,Mongolia,0,1,4,5
1990,Boxing,9,Iran,0,1,2,3
1990,Canoeing,1,China,10,1,2,13
1990,Canoeing,2,South Korea,3,2,3,8
1990,Canoeing,3,Japan,0,6,2,8
1990,Canoeing,4,North Korea,0,3,5,8
1990,Canoeing,5,Indonesia,0,1,1,2
1990,Cycling,1,China,6,5,1,12
1990,Cycling,2,Japan,3,3,3,9
1990,Cycling,3,South Korea,2,1,4,7
1990,Cycling,4,Chinese Taipei,0,1,1,2
1990,Cycling,4,Mongolia,0,1,1,2
1990,Cycling,6,Indonesia,0,0,1,1
1990,Diving,1,China,8,5,1,14
1990,Diving,2,North Korea,0,2,1,3
1990,Diving,3,Japan,0,1,5,6
1990,Diving,4,Chinese Taipei,0,0,1,1
1990,Fencing,1,China,7,3,3,13
1990,Fencing,2,South Korea,3,6,2,11
1990,Fencing,3,Indonesia,0,1,1,2
1990,Fencing,4,Japan,0,0,3,3
1990,Fencing,5,Hong Kong,0,0,1,1
1990,Field hockey,1,Pakistan,1,0,0,1
1990,Field hockey,1,South Korea,1,0,0,1
1990,Field hockey,3,China,0,1,0,1
1990,Field hockey,3,India,0,1,0,1
1990,Field hockey,5,Japan,0,0,1,1
1990,Field hockey,5,Malaysia,0,0,1,1
1990,Football,1,China,1,0,0,1
1990,Football,1,Iran,1,0,0,1
1990,Football,3,North Korea,0,1,1,2
1990,Football,4,Japan,0,1,0,1
1990,Football,5,South Korea,0,0,1,1
1990,Golf,1,South Korea,2,1,1,4
1990,Golf,2,Japan,2,0,0,2
1990,Golf,3,Philippines,0,1,3,4
1990,Golf,4,Chinese Taipei,0,1,0,1
1990,Golf,4,Sri Lanka,0,1,0,1
1990,Gymnastics,1,China,11,8,3,22
1990,Gymnastics,2,North Korea,2,2,4,8
1990,Gymnastics,3,Japan,1,3,3,7
1990,Gymnastics,4,South Korea,1,2,3,6
1990,Gymnastics,5,Chinese Taipei,0,0,2,2
1990,Handball,1,South Korea,2,0,0,2
1990,Handball,2,China,0,1,0,1
1990,Handball,2,Japan,0,1,0,1
1990,Handball,4,Chinese Taipei,0,0,1,1
1990,Handball,4,Saudi Arabia,0,0,1,1
1990,Judo,1,Japan,8,3,4,15
1990,Judo,2,China,5,5,2,12
1990,Judo,3,South Korea,2,5,9,16
1990,Judo,4,North Korea,1,1,3,5
1990,Judo,5,Chinese Taipei,0,1,7,8
1990,Judo,6,Mongolia,0,1,3,4
1990,Judo,7,Hong Kong,0,0,1,1
1990,Judo,7,Indonesia,0,0,1,1
1990,Judo,7,Myanmar,0,0,1,1
1990,Judo,7,Thailand,0,0,1,1
1990,Kabaddi,1,India,1,0,0,1
1990,Kabaddi,2,Bangladesh,0,1,0,1
1990,Kabaddi,3,Pakistan,0,0,1,1
1990,Rowing,1,China,14,0,0,14
1990,Rowing,2,North Korea,0,5,3,8
1990,Rowing,3,Japan,0,5,1,6
1990,Rowing,4,South Korea,0,4,5,9
1990,Rowing,5,India,0,0,4,4
1990,Rowing,6,Indonesia,0,0,1,1
1990,Sailing,1,Japan,3,1,1,5
1990,Sailing,2,China,2,3,0,5
1990,Sailing,3,South Korea,1,1,3,5
1990,Sailing,4,Pakistan,1,0,0,1
1990,Sailing,5,Thailand,0,1,1,2
1990,Sailing,6,Hong Kong,0,1,0,1
1990,Sailing,7,India,0,0,2,2
1990,Sepak takraw,1,Malaysia,2,0,0,2
1990,Sepak takraw,2,Thailand,0,2,0,2
1990,Sepak takraw,3,Singapore,0,0,2,2
1990,Shooting,1,China,27,14,7,48
1990,Shooting,2,North Korea,6,8,11,25
1990,Shooting,3,South Korea,5,10,8,23
1990,Shooting,4,Japan,3,6,9,18
1990,Shooting,5,Thailand,0,1,3,4
1990,Shooting,6,India,0,0,1,1
1990,Shooting,6,Singapore,0,0,1,1
1990,Softball,1,China,1,0,0,1
1990,Softball,2,Japan,0,1,0,1
1990,Softball,3,Chinese Taipei,0,0,1,1
1990,Swimming,1,China,23,12,6,41
1990,Swimming,2,Japan,7,16,16,39
1990,Swimming,3,South Korea,1,1,5,7
1990,Swimming,4,Singapore,0,1,1,2
1990,Swimming,5,Malaysia,0,1,0,1
1990,Swimming,6,Indonesia,0,0,3,3
1990,Table tennis,1,China,5,4,6,15
1990,Table tennis,2,South Korea,2,2,3,7
1990,Table tennis,3,North Korea,0,1,2,3
1990,Table tennis,4,Hong Kong,0,0,1,1
1990,Tennis,1,China,3,3,1,7
1990,Tennis,2,Indonesia,2,1,4,7
1990,Tennis,3,Japan,2,0,1,3
1990,Tennis,4,South Korea,0,3,6,9
1990,Tennis,5,India,0,0,1,1
1990,Tennis,5,Thailand,0,0,1,1
1990,Volleyball,1,China,2,0,0,2
1990,Volleyball,2,South Korea,0,2,0,2
1990,Volleyball,3,Japan,0,0,2,2
1990,Water Polo,1,China,1,0,0,1
1990,Water Polo,2,Japan,0,1,0,1
1990,Water Polo,3,South Korea,0,0,1,1
1990,Weightlifting,1,China,12,3,2,17
1990,Weightlifting,2,South Korea,5,2,3,10
1990,Weightlifting,3,North Korea,2,5,3,10
1990,Weightlifting,4,Japan,0,2,5,7
1990,Weightlifting,5,Chinese Taipei,0,2,2,4
1990,Weightlifting,5,India,0,2,2,4
1990,Weightlifting,7,Thailand,0,2,0,2
1990,Weightlifting,8,Indonesia,0,1,1,2
1990,Weightlifting,9,Pakistan,0,0,1,1
1990,Wrestling,1,South Korea,11,0,4,15
1990,Wrestling,2,Iran,3,5,5,13
1990,Wrestling,3,China,2,6,2,10
1990,Wrestling,4,Japan,2,2,3,7
1990,Wrestling,5,Mongolia,1,4,1,6
1990,Wrestling,6,North Korea,1,2,2,5
1990,Wrestling,7,India,0,1,1,2
1990,Wrestling,8,Syria,0,0,2,2
1990,Wushu,1,China,6,5,0,11
1990,Wushu,2,Hong Kong,0,1,2,3
1990,Wushu,3,Japan,0,0,2,2
1990,Wushu,4,Chinese Taipei,0,0,1,1
1990,Wushu,4,Macau,0,0,1,1
1994,Archery,1,South Korea,3,2,2,7
1994,Archery,2,China,1,0,0,1
1994,Archery,3,Indonesia,0,1,0,1
1994,Archery,3,Japan,0,1,0,1
1994,Archery,5,Chinese Taipei,0,0,1,1
1994,Archery,5,Kazakhstan,0,0,1,1
1994,Artistic swimming,1,Japan,2,0,0,2
1994,Artistic swimming,2,China,0,2,0,2
1994,Artistic swimming,3,South Korea,0,0,2,2
1994,Athletics,1,China,22,17,8,47
1994,Athletics,10,India,0,1,2,3
1994,Athletics,11,Saudi Arabia,0,1,1,2
1994,Athletics,11,Sri Lanka,0,1,1,2
1994,Athletics,13,Malaysia,0,0,1,1
1994,Athletics,13,Myanmar,0,0,1,1
1994,Athletics,13,Pakistan,0,0,1,1
1994,Athletics,13,Philippines,0,0,1,1
1994,Athletics,2,Japan,5,9,10,24
1994,Athletics,3,Kazakhstan,4,4,3,11
1994,Athletics,4,Qatar,4,1,4,9
1994,Athletics,5,South Korea,3,3,3,9
1994,Athletics,6,Uzbekistan,3,2,3,8
1994,Athletics,7,Chinese Taipei,1,2,1,4
1994,Athletics,8,Syria,1,0,0,1
1994,Athletics,9,Thailand,0,2,4,6
1994,Badminton,1,South Korea,4,3,1,8
1994,Badminton,2,Indonesia,3,2,2,7
1994,Badminton,3,Japan,0,1,2,3
1994,Badminton,3,Malaysia,0,1,2,3
1994,Badminton,5,China,0,0,7,7
1994,Basketball,1,South Korea,1,1,0,2
1994,Basketball,2,China,1,0,1,2
1994,Basketball,3,Japan,0,1,1,2
1994,Bowling,1,South Korea,4,4,3,11
1994,Bowling,2,Japan,4,3,2,9
1994,Bowling,3,Malaysia,2,1,2,5
1994,Bowling,4,Chinese Taipei,2,1,0,3
1994,Bowling,5,United Arab Emirates,0,1,2,3
1994,Bowling,6,Philippines,0,1,1,2
1994,Bowling,7,Indonesia,0,1,0,1
1994,Bowling,8,Qatar,0,0,1,1
1994,Bowling,8,Singapore,0,0,1,1
1994,Boxing,1,Philippines,3,0,2,5
1994,Boxing,10,Saudi Arabia,0,1,1,2
1994,Boxing,11,India,0,0,4,4
1994,Boxing,12,Indonesia,0,0,2,2
1994,Boxing,13,Syria,0,0,1,1
1994,Boxing,13,Turkmenistan,0,0,1,1
1994,Boxing,2,Kazakhstan,2,1,2,5
1994,Boxing,3,South Korea,2,1,0,3
1994,Boxing,4,Uzbekistan,2,0,2,4
1994,Boxing,5,Thailand,1,3,3,7
1994,Boxing,6,Iran,1,1,2,4
1994,Boxing,7,Japan,1,1,0,2
1994,Boxing,8,Pakistan,0,3,2,5
1994,Boxing,9,China,0,1,2,3
1994,Canoeing,1,China,5,3,0,8
1994,Canoeing,2,Uzbekistan,4,7,2,13
1994,Canoeing,3,Kazakhstan,4,0,3,7
1994,Canoeing,4,South Korea,0,2,5,7
1994,Canoeing,5,Japan,0,1,2,3
1994,Canoeing,6,India,0,0,1,1
1994,Cycling,1,China,3,4,3,10
1994,Cycling,2,Kazakhstan,3,3,0,6
1994,Cycling,3,South Korea,2,2,1,5
1994,Cycling,4,Japan,2,0,4,6
1994,Cycling,5,Kyrgyzstan,0,1,1,2
1994,Cycling,6,Chinese Taipei,0,0,1,1
1994,Diving,1,China,4,4,0,8
1994,Diving,2,Japan,0,0,3,3
1994,Diving,3,Kazakhstan,0,0,1,1
1994,Equestrian,1,Japan,4,2,0,6
1994,Equestrian,2,Chinese Taipei,0,1,1,2
1994,Equestrian,2,South Korea,0,1,1,2
1994,Equestrian,4,Iran,0,0,1,1
1994,Equestrian,4,Thailand,0,0,1,1
1994,Fencing,1,China,5,2,0,7
1994,Fencing,2,South Korea,2,3,4,9
1994,Fencing,3,Kazakhstan,1,1,1,3
1994,Fencing,4,Japan,0,2,3,5
1994,Field hockey,1,South Korea,2,0,0,2
1994,Field hockey,2,India,0,1,0,1
1994,Field hockey,2,Japan,0,1,0,1
1994,Field hockey,4,China,0,0,1,1
1994,Field hockey,4,Pakistan,0,0,1,1
1994,Football,1,China,1,1,0,2
1994,Football,2,Uzbekistan,1,0,0,1
1994,Football,3,Japan,0,1,0,1
1994,Football,4,Chinese Taipei,0,0,1,1
1994,Football,4,Kuwait,0,0,1,1
1994,Golf,1,Chinese Taipei,2,1,1,4
1994,Golf,2,Japan,2,0,0,2
1994,Golf,3,South Korea,0,2,2,4
1994,Golf,4,China,0,1,1,2
1994,Gymnastics,1,China,13,10,3,26
1994,Gymnastics,2,South Korea,2,3,2,7
1994,Gymnastics,3,Japan,2,1,4,7
1994,Gymnastics,4,Kazakhstan,0,1,3,4
1994,Gymnastics,5,Uzbekistan,0,0,2,2
1994,Handball,1,South Korea,2,0,0,2
1994,Handball,2,Japan,0,2,0,2
1994,Handball,3,China,0,0,2,2
1994,Judo,1,Japan,8,6,2,16
1994,Judo,2,South Korea,7,3,4,14
1994,Judo,3,China,1,3,6,10
1994,Judo,4,Kazakhstan,0,2,3,5
1994,Judo,5,Chinese Taipei,0,1,5,6
1994,Judo,6,Iran,0,1,1,2
1994,Judo,7,Mongolia,0,0,5,5
1994,Judo,8,Uzbekistan,0,0,2,2
1994,Judo,9,Hong Kong,0,0,1,1
1994,Judo,9,India,0,0,1,1
1994,Judo,9,Tajikistan,0,0,1,1
1994,Judo,9,Turkmenistan,0,0,1,1
1994,Karate,1,Japan,9,0,1,10
1994,Karate,10,Brunei,0,0,2,2
1994,Karate,10,Philippines,0,0,2,2
1994,Karate,12,Macau,0,0,1,1
1994,Karate,12,Nepal,0,0,1,1
1994,Karate,12,Tajikistan,0,0,1,1
1994,Karate,12,United Arab Emirates,0,0,1,1
1994,Karate,2,Iran,1,2,1,4
1994,Karate,3,Syria,1,1,0,2
1994,Karate,4,Indonesia,0,3,2,5
1994,Karate,5,Vietnam,0,2,0,2
